"cidade","doenca","quantidade"
"Inajá","Neoplasia maligna da glândula tireóide",0
"Inajá","Gangrena gasosa",0
"Inajá","Transtornos do desenvolvimento dos maxilares",0
"Inajá","Transtornos mentais e comportamentais devidos ao uso de álcool - síndrome [estado] de abstinência",0
"Inajá","Insuficiência respiratória do recém-nascido",0
"Inajá","Fratura da extremidade distal do rádio e do cúbito [ulna]",0
"Inajá","Fenda palatina não especificada",0
"Inajá","Fratura da clavícula",0
"Inajá","Doença do pâncreas",0
"Inajá","Fratura da extremidade superior do úmero",0
"Inajá","Acidente vascular cerebral",0
"Inajá","Varizes dos membros inferiores com úlcera",0
"Inajá","Insuficiência cardíaca não especificada",0
"Inajá","Diabetes mellitus não-insulino-dependente - com complicações não especificadas",0
"Inajá","Angiopatia periférica em doenças classificadas em outra parte",0
"Inajá","Doença pulmonar obstrutiva crônica não especificada",0
"Inajá","Hérnia ventral com obstrução",0
"Inajá","Neoplasia maligna da próstata",0
"Inajá","Outros traumatismos intracranianos",0
"Inajá","Bloqueio atrioventricular total",0
"Inajá","Fratura de outras partes do antebraço",0
"Inajá","Outras infecções intestinais especificadas",0
"Inajá","Insuficiência respiratória aguda",0
"Inajá","Hipertensão secundária",0
"Inajá","Septicemia bacteriana não especificada do recém-nascido",0
"Inajá","Afecções hipertróficas da pele",0
"Inajá","Salpingite e ooforite agudas",0
"Inajá","Hepatite viral",0
"Inajá","Abscesso cutâneo",0
"Inajá","Outros sintomas e sinais gerais especificados",0
"Inajá","Complicação não especificada de cuidados médicos e cirúrgicos",0
"Inajá","Diabetes mellitus insulino-dependente - sem complicações",0
"Inajá","Fratura da diáfise do úmero",0
"Inajá","Neoplasia maligna da face dorsal da língua",0
"Inajá","Síndrome do túnel do tarso",0
"Inajá","Insuficiência renal crônica não especificada",0
"Inajá","Outras hemorragias subaracnóides",0
"Inajá","Neoplasia maligna do estômago com lesão invasiva",0
"Inajá","Estenose mitral",0
"Inajá","Neoplasia maligna do cérebro",0
"Inajá","Fístula de via biliar",0
"Inajá","Outras pneumonias virais",0
"Inajá","Desconforto respiratório não especificado do recém-nascido",0
"Inajá","Outras complicações específicas de gestação múltipla",0
"Inajá","Pré-eclâmpsia não especificada",0
"Inajá","Transtorno osteomuscular não especificado pós-procedimento",0
"Inajá","Neoplasia maligna do estômago",0
"Inajá","Cólica nefrética não especificada",0
"Inajá","Bronquite não especificada como aguda ou crônica",0
"Inajá","Diabetes mellitus insulino-dependente - com complicações não especificadas",0
"Inajá","Leucoma aderente",0
"Inajá","Fratura dos ossos malares e maxilares",0
"Inajá","Neoplasia maligna da porção cervical do esôfago (esôfago cervical)",0
"Inajá","Amputação traumática do pé ao nível do tornozelo",0
"Inajá","Incompetência do colo do útero",0
"Inajá","Aborto retido",0
"Inajá","Neoplasia maligna do cerebelo",0
"Inajá","Outras cistites",0
"Inajá","Embolia aérea subseqüentes à infusão",0
"Inajá","Leucemia mielóide aguda",0
"Inajá","Distúrbio metabólico não especificado",0
"Inajá","Calculose da vesícula biliar sem colecistite",0
"Triunfo","Outros tipos de parto único espontâneo",0
"Triunfo","Cisto pilonidal com abscesso",0
"Triunfo","Cistocele",0
"Triunfo","Anemia nutricional não especificada",0
"Triunfo","Obstrução do trabalho de parto devida a desproporção feto-pélvica",0
"Triunfo","Aborto espontâneo - incompleto",0
"Triunfo","Infecção intestinal bacteriana não especificada",0
"Triunfo","Neoplasia maligna da trompa de Falópio",0
"Triunfo","Parto por cesariana eletiva",0
"Triunfo","Hérnia umbilical com obstrução",0
"Triunfo","Sialadenite",0
"Triunfo","Outras enterites virais",0
"Triunfo","Infecção estreptocócica de localização não especificada",0
"Triunfo","Outros acidentes isquêmicos cerebrais transitórios e síndromes correlatas",0
"Triunfo","Diabetes mellitus insulino-dependente - com complicações circulatórias periféricas",0
"Triunfo","Transtornos não especificados dos glóbulos brancos",0
"Triunfo","Aderências peritoniais",0
"Triunfo","Parto por cesariana de emergência",0
"Triunfo","Púrpura trombocitopênica idiopática",0
"Triunfo","Septicemia não especificada",0
"Triunfo","Neoplasia maligna da mama com lesão invasiva",0
"Triunfo","Parto espontâneo cefálico",0
"Triunfo","Poliartropatia inflamatória",0
"Triunfo","Diabetes mellitus não especificado - com complicações circulatórias periféricas",0
"Triunfo","Pneumonia bacteriana não especificada",0
"Triunfo","Trabalho de parto e parto complicados por vasa praevia",0
"Triunfo","Hérnia inguinal unilateral ou não especificada",0
"Triunfo","Calculose da vesícula biliar com outras formas de colecistite",0
"Triunfo","Outras afecções especificadas da pele e do tecido subcutâneo",0
"Triunfo","Outros transtornos especificados dos órgãos genitais masculinos",0
"Triunfo","Outras colelitíases",0
"Triunfo","Outros transtornos especificados do aparelho urinário",0
"Triunfo","Outras doenças bacterianas especificadas",0
"Triunfo","Retenção urinária",0
"Triunfo","Infecção estafilocócica de localização não especificada",0
"Triunfo","Parto único espontâneo",0
"Triunfo","Outros cistos ovarianos e os não especificados",0
"Triunfo","Hipertrofia do prepúcio",0
"Triunfo","Infecção do trato urinário de localização não especificada",0
"Triunfo","Transtorno depressivo recorrente",0
"Triunfo","Outros transtornos da placenta",0
"Triunfo","Hemorróidas externas sem complicação",0
"Triunfo","Esquizofrenia simples",0
"Triunfo","Transtorno afetivo bipolar",0
"Triunfo","Esquizofrenia paranóide",0
"Triunfo","Fratura do colo do fêmur",0
"Triunfo","Diarréia e gastroenterite de origem infecciosa presumível",0
"Triunfo","Dengue [dengue clássico]",0
"Triunfo","Calculose da vesícula biliar com colicistite aguda",0
"Triunfo","Neoplasia benigna do útero",0
"Triunfo","Outra hidrocele",0
"Triunfo","Neoplasia lipomatosa benigna da pele e do tecido subcutâneo da cabeça",0
"Triunfo","Outras gastrites",0
"Triunfo","Fratura das diáfises do rádio e do cúbito [ulna]",0
"Triunfo","Outros descolamentos da retina",0
"Triunfo","Edema cerebral traumático",0
"Triunfo","Obstrução do duodeno",0
"Triunfo","Cirrose hepática alcoólica",0
"Triunfo","Outra insuficiência renal crônica",0
"Triunfo","Neoplasia maligna da porção central da mama",0
"Triunfo","Traumatismo do cólon",0
"Triunfo","Hiperplasia da próstata",0
"Triunfo","Fratura de outras partes e de partes não especificadas do punho e da mão",0
"Triunfo","Seguimento envolvendo remoção de placa de fratura e outros dispositivos de fixação interna",0
"Triunfo","Outras coxartroses pós-traumáticas",0
"Triunfo","Outras formas de doença isquêmica aguda do coração",0
"Triunfo","Outras esquizofrenias",0
"Triunfo","Transtornos mentais e comportamentais devidos ao uso de álcool - síndrome de dependência",0
"Triunfo","Transtornos mentais e comportamentais devidos ao uso de álcool - transtorno psicótico",0
"Triunfo","Outras poliartroses",0
"Triunfo","Luxação congênita unilateral do quadril",0
"Triunfo","Outras deformidades da orelha",0
"Triunfo","Insuficiência cardíaca congestiva",0
"Triunfo","Linfoma não-Hodgkin difuso",0
"Triunfo","Leiomioma subseroso do útero",0
"Triunfo","Neoplasia maligna do colo do útero",0
"Triunfo","Neoplasia de comportamento incerto ou desconhecido do ovário",0
"Triunfo","Neoplasia lipomatosa benigna da pele e tecido subcutâneo de outras localizações e de localizações não especificadas",0
"Triunfo","Transtornos inflamatórios da mama",0
"Triunfo","Outros tipos de parto único por cesariana",0
"Triunfo","Causas desconhecidas e não especificadas de morbidade",0
"Triunfo","Trabalho de parto e parto complicados por cordão curto",0
"Triunfo","Gastrite crônica",0
"Triunfo","Epilepsia",0
"Triunfo","Diabetes mellitus não especificado - com complicações não especificadas",0
"Triunfo","Doença do esôfago",0
"Triunfo","Pneumonia não especificada",0
"Triunfo","Outras gastrites agudas",0
"Triunfo","Asma não especificada",0
"Triunfo","Desnutrição protéico-calórica não especificada",0
"Triunfo","Trabalho de parto prolongado",0
"Triunfo","Infecção viral não especificada",0
"Triunfo","Nefrite túbulo-intersticial crônica não especificada",0
"Triunfo","Leiomioma do útero",0
"Triunfo","Outras doenças da glândula de Bartholin",0
"Triunfo","Cisto da glândula de Bartholin",0
"Triunfo","Outros abscessos da faringe",0
"Triunfo","Calculose de via biliar sem colangite ou colecistite",0
"Triunfo","Hiperplasia adenomatosa endometrial",0
"Triunfo","Doença pelo HIV resultando em encefalopatia",0
"Triunfo","Efeito tóxico do veneno de serpente",0
"Triunfo","Peritonite aguda",0
"Triunfo","Traumatismo cerebral focal",0
"Triunfo","Bexiga neuropática não-inibida não classificada em outra parte",0
"Triunfo","Doença pulmonar obstrutiva crônica com infecção respiratória aguda do trato respiratório inferior",0
"Triunfo","Neoplasia maligna secundária e não especificada dos gânglios linfáticos da cabeça",0
"Triunfo","Esterilização",0
"Triunfo","Nódulo mamário não especificado",0
"Triunfo","Trabalho de parto e parto complicados por sofrimento fetal",0
"Triunfo","Outras anormalidades da contração uterina",0
"Triunfo","Hérnia ventral sem obstrução ou gangrena",0
"Triunfo","Pólipo do corpo do útero",0
"Triunfo","Erisipela",0
"Triunfo","Gravidez prolongada",0
"Triunfo","Anemia não especificada",1
"Triunfo","Hipertensão essencial (primária)",0
"Triunfo","Bronquite aguda não especificada",0
"Triunfo","Episódio depressivo moderado",0
"Triunfo","Gastrite não especificada",0
"Triunfo","Outras septicemias especificadas",0
"Triunfo","Outros recém-nascidos de pré-termo",0
"Triunfo","Tuberculose pulmonar",0
"Triunfo","Fratura da rótula [patela]",0
"Triunfo","Fratura da extremidade inferior do úmero",0
"Triunfo","Neoplasia maligna dos ureteres",0
"Triunfo","Fratura do maléolo lateral",0
"Triunfo","Afecções da pele e do tecido subcutâneo",0
"Triunfo","Cisto ovariano de desenvolvimento",0
"Triunfo","Parto por cesariana",0
"Triunfo","Infecção bacteriana não especificada",0
"Triunfo","Neoplasia benigna de outras partes do útero",0
"Triunfo","Úlcera gastrojejunal - aguda com hemorragia",0
"Triunfo","Neoplasia benigna de localização não especificada",0
"Triunfo","Salpingite e ooforite não especificadas",0
"Triunfo","Fratura da diáfise do fêmur",0
"Triunfo","Luxação da articulação do tornozelo",0
"Triunfo","Neoplasia de comportamento incerto ou desconhecido da bexiga",0
"Triunfo","Apendicite aguda sem outra especificação",0
"Triunfo","Outras doenças especificadas do intestino",0
"Triunfo","Hérnia umbilical sem obstrução ou gangrena",0
"Triunfo","Neoplasia de comportamento incerto ou desconhecido da próstata",0
"Triunfo","Nevo melanocítico de outras partes e de partes não especificadas da face",0
"Triunfo","Neoplasia benigna da glândula parótida",0
"Triunfo","Outras pneumonias bacterianas",0
"Triunfo","Outros transtornos respiratórios pós-procedimentos",0
"Triunfo","Úlcera de decúbito",0
"Triunfo","Pneumoconiose não especificada",0
"Triunfo","Pneumonia viral não especificada",0
"Triunfo","Traumatismo do rim",0
"Triunfo","Doador de medula óssea",0
"Triunfo","Leucemia linfoblástica aguda",0
"Triunfo","Angina instável",0
"Triunfo","Neoplasia de comportamento incerto ou desconhecido da medula espinhal",0
"Triunfo","Trabalho de parto precipitado",0
"Triunfo","Transtornos mentais e comportamentais devidos ao uso de álcool - síndrome de abstinência com delirium",0
"Triunfo","Fratura da diáfise da tíbia",0
"Triunfo","Neoplasia maligna da glândula tireóide",0
"Triunfo","Gangrena gasosa",0
"Triunfo","Transtornos do desenvolvimento dos maxilares",0
"Triunfo","Transtornos mentais e comportamentais devidos ao uso de álcool - síndrome [estado] de abstinência",0
"Triunfo","Insuficiência respiratória do recém-nascido",0
"Triunfo","Fratura da extremidade distal do rádio e do cúbito [ulna]",0
"Triunfo","Fenda palatina não especificada",0
"Triunfo","Fratura da clavícula",0
"Triunfo","Doença do pâncreas",0
"Triunfo","Fratura da extremidade superior do úmero",0
"Triunfo","Acidente vascular cerebral",0
"Triunfo","Varizes dos membros inferiores com úlcera",0
"Triunfo","Insuficiência cardíaca não especificada",0
"Triunfo","Diabetes mellitus não-insulino-dependente - com complicações não especificadas",0
"Triunfo","Angiopatia periférica em doenças classificadas em outra parte",0
"Triunfo","Doença pulmonar obstrutiva crônica não especificada",0
"Triunfo","Hérnia ventral com obstrução",0
"Triunfo","Neoplasia maligna da próstata",0
"Triunfo","Outros traumatismos intracranianos",0
"Triunfo","Bloqueio atrioventricular total",0
"Triunfo","Fratura de outras partes do antebraço",0
"Triunfo","Outras infecções intestinais especificadas",0
"Triunfo","Insuficiência respiratória aguda",0
"Triunfo","Hipertensão secundária",0
"Triunfo","Septicemia bacteriana não especificada do recém-nascido",0
"Triunfo","Afecções hipertróficas da pele",0
"Triunfo","Salpingite e ooforite agudas",0
"Triunfo","Hepatite viral",0
"Triunfo","Abscesso cutâneo",0
"Triunfo","Outros sintomas e sinais gerais especificados",0
"Triunfo","Complicação não especificada de cuidados médicos e cirúrgicos",0
"Triunfo","Diabetes mellitus insulino-dependente - sem complicações",0
"Triunfo","Fratura da diáfise do úmero",0
"Triunfo","Neoplasia maligna da face dorsal da língua",0
"Triunfo","Síndrome do túnel do tarso",0
"Triunfo","Insuficiência renal crônica não especificada",0
"Triunfo","Outras hemorragias subaracnóides",0
"Triunfo","Neoplasia maligna do estômago com lesão invasiva",0
"Triunfo","Estenose mitral",0
"Triunfo","Neoplasia maligna do cérebro",0
"Triunfo","Fístula de via biliar",0
"Triunfo","Outras pneumonias virais",0
"Triunfo","Desconforto respiratório não especificado do recém-nascido",0
"Triunfo","Outras complicações específicas de gestação múltipla",0
"Triunfo","Pré-eclâmpsia não especificada",0
"Triunfo","Transtorno osteomuscular não especificado pós-procedimento",0
"Triunfo","Neoplasia maligna do estômago",0
